Evaporation residue cross section (mb) calculated using Monte-Carlo procedure (statistics: 10529 events for each energy)
Ecm(MeV)	E^*(MeV)	Sigma_fus	Sigma_surv	Sigma_fiss	2n	3n	4n	5n	6n	7n	8n	9n	
99.21870	65.77870	1.04969E+3	2.54622E+2	7.95070E+2	0.0	0.59817E+0	1.27610E+1	7.35751E+1	2.58211E+1	0.29908E+0	0.0	0.0
100.22100	66.78100	1.07724E+3	2.50050E+2	8.27192E+2	0.0	0.20462E+0	1.08451E+1	7.07999E+1	2.77265E+1	0.71618E+0	0.0	0.0
101.22300	67.78300	1.10415E+3	2.48326E+2	8.55822E+2	0.0	0.0	8.28452E+0	6.49129E+1	3.27186E+1	0.73407E+0	0.0	0.0
102.22500	68.78500	1.13043E+3	2.45756E+2	8.84678E+2	0.0	0.10736E+0	6.01238E+0	5.82986E+1	3.63964E+1	0.64418E+0	0.0	0.0
103.22800	69.78800	1.15612E+3	2.48594E+2	9.07523E+2	0.0	0.0	4.61173E+0	5.09486E+1	3.95291E+1	2.41567E+0	0.0	0.0
104.23000	70.79000	1.18119E+3	2.44338E+2	9.36854E+2	0.0	0.11218E+0	4.15083E+0	4.20693E+1	4.46495E+1	2.46806E+0	0.0	0.0
105.23200	71.79200	1.20564E+3	2.51114E+2	9.54531E+2	0.0	0.0	3.77873E+0	3.74438E+1	4.23676E+1	5.38183E+0	0.0	0.0
106.23400	72.79400	1.22949E+3	2.39616E+2	9.89876E+2	0.0	0.0	2.91930E+0	3.50316E+1	4.11038E+1	5.83860E+0	0.0	0.0
107.23600	73.79600	1.25283E+3	2.41189E+2	1.01164E+3	0.0	0.0	2.73673E+0	3.23648E+1	4.20029E+1	5.71144E+0	0.0	0.0
108.23900	74.79900	1.27575E+3	2.41362E+2	1.03439E+3	0.0	0.0	1.69632E+0	2.88374E+1	4.47101E+1	8.23925E+0	0.0	0.0
109.24100	75.80100	1.29820E+3	2.35622E+2	1.06258E+3	0.0	0.0	1.35628E+0	2.40431E+1	4.09349E+1	9.12404E+0	0.12329E+0	0.0
110.24300	76.80300	1.32000E+3	2.38200E+2	1.08180E+3	0.0	0.0	2.00589E+0	2.29424E+1	3.78612E+1	9.40262E+0	0.0	0.0
111.24500	77.80500	1.34120E+3	2.37693E+2	1.10350E+3	0.0	0.0	1.14643E+0	2.11453E+1	3.94881E+1	1.24834E+1	0.0	0.0
112.24800	78.80800	1.36210E+3	2.34154E+2	1.12795E+3	0.0	0.0	1.03493E+0	1.57827E+1	3.64814E+1	1.48772E+1	0.0	0.0
113.25000	79.81000	1.38270E+3	2.44655E+2	1.13805E+3	0.0	0.0	0.52529E+0	1.54961E+1	3.84777E+1	1.28697E+1	0.13132E+0	0.0
114.25200	80.81200	1.40263E+3	2.41919E+2	1.16071E+3	0.0	0.0	0.79929E+0	1.30551E+1	3.53021E+1	1.57194E+1	0.39964E+0	0.0
115.25400	81.81400	1.42205E+3	2.39461E+2	1.18259E+3	0.0	0.0	0.54024E+0	9.85938E+0	3.37650E+1	1.83682E+1	0.0	0.0
116.25600	82.81600	1.44132E+3	2.39695E+2	1.20162E+3	0.0	0.0	0.54756E+0	8.89788E+0	2.76519E+1	1.95753E+1	0.68445E+0	0.0
117.25900	83.81900	1.46001E+3	2.37673E+2	1.22234E+3	0.0	0.0	0.13866E+0	7.34926E+0	2.62078E+1	1.88585E+1	0.55466E+0	0.0
118.26100	84.82100	1.47822E+3	2.39794E+2	1.23842E+3	0.0	0.0	0.14039E+0	5.19461E+0	2.55519E+1	2.26036E+1	1.40395E+0	0.0
119.26300	85.82300	1.49642E+3	2.33509E+2	1.26291E+3	0.0	0.0	0.85274E+0	4.83221E+0	2.38768E+1	2.34504E+1	1.42124E+0	0.0
120.26500	86.82500	1.51377E+3	2.39092E+2	1.27468E+3	0.0	0.0	0.28754E+0	4.74445E+0	2.01280E+1	2.30034E+1	1.43771E+0	0.0
121.26700	87.82700	1.53079E+3	2.43816E+2	1.28698E+3	0.0	0.0	0.14538E+0	4.07087E+0	2.22444E+1	2.38437E+1	1.89005E+0	0.0
122.27000	88.83000	1.54823E+3	2.31448E+2	1.31678E+3	0.0	0.0	0.0	3.38203E+0	1.77924E+1	2.38212E+1	2.49976E+0	0.0
123.27200	89.83200	1.56415E+3	2.38432E+2	1.32571E+3	0.0	0.0	0.29711E+0	2.22834E+0	1.72325E+1	2.24319E+1	1.78267E+0	0.0
124.27400	90.83400	1.58026E+3	2.34735E+2	1.34552E+3	0.0	0.0	0.0	1.05060E+0	1.42582E+1	2.19126E+1	2.70155E+0	0.0
125.27600	91.83600	1.59689E+3	2.36143E+2	1.36074E+3	0.0	0.0	0.0	1.97165E+0	1.22849E+1	2.07782E+1	3.79164E+0	0.15166E+0
126.27900	92.83900	1.61125E+3	2.29086E+2	1.38217E+3	0.0	0.0	0.15303E+0	2.29545E+0	1.37727E+1	1.98939E+1	3.67272E+0	0.0
127.28100	93.84100	1.62719E+3	2.39079E+2	1.38811E+3	0.0	0.0	0.15454E+0	2.00907E+0	1.18999E+1	2.31816E+1	4.32723E+0	0.0
128.28300	94.84300	1.64219E+3	2.34264E+2	1.40793E+3	0.0	0.0	0.0	1.09178E+0	1.13857E+1	2.05878E+1	4.52308E+0	0.31193E+0

