Evaporation residue cross section (mb) calculated using Monte-Carlo procedure (statistics: 43050 events for each energy)
Ecm(MeV)	E^*(MeV)	Sigma_fus	Sigma_surv	Sigma_fiss	3n	4n	5n	7n	6n	2n	8n	9n	
64.14100	30.70100	5.86190E-2	3.71839E-2	2.14351E-2	3.57351E-2	2.21949E-4	0.0	0.0	0.0	9.49070E-4	0.0	0.0
65.14320	31.70320	0.29592E+0	0.17578E+0	0.12014E+0	0.16631E+0	5.05245E-3	0.0	0.0	0.0	2.74276E-3	0.0	0.0
66.14540	32.70540	1.19755E+0	0.63127E+0	0.56628E+0	0.57045E+0	4.95154E-2	0.0	0.0	0.0	5.75825E-3	0.0	0.0
67.14770	33.70770	3.48340E+0	1.52938E+0	1.95402E+0	1.26325E+0	0.23983E+0	0.0	0.0	0.0	9.06251E-3	0.0	0.0
68.14990	34.70990	7.59250E+0	2.69891E+0	4.89359E+0	1.98569E+0	0.66013E+0	0.0	0.0	0.0	1.12873E-2	0.0	0.0
69.15210	35.71210	1.37137E+1	3.91947E+0	9.79421E+0	2.42387E+0	1.42743E+0	0.0	0.0	0.0	6.68960E-3	0.0	0.0
70.15430	36.71430	2.19234E+1	5.07217E+0	1.68512E+1	2.49229E+0	2.48108E+0	0.0	0.0	0.0	6.11104E-3	0.0	0.0
71.15650	37.71650	3.24358E+1	6.31236E+0	2.61234E+1	2.36883E+0	3.81544E+0	0.0	0.0	0.0	4.52067E-3	0.0	0.0
72.15870	38.71870	4.57602E+1	7.93177E+0	3.78284E+1	2.10571E+0	5.63685E+0	0.0	0.0	0.0	8.50363E-3	0.0	0.0
73.16100	39.72100	6.36156E+1	1.04075E+1	5.32080E+1	2.02003E+0	8.07275E+0	8.86628E-3	0.0	0.0	4.43314E-3	0.0	0.0
74.16320	40.72320	8.98311E+1	1.46547E+1	7.51764E+1	1.92600E+0	1.22112E+1	7.92934E-2	0.0	0.0	0.0	0.0	0.0
75.16540	41.72540	1.28153E+2	2.10492E+1	1.07104E+2	2.02127E+0	1.79325E+1	0.39889E+0	0.0	0.0	0.0	0.0	0.0
76.16760	42.72760	1.75114E+2	2.59965E+1	1.49117E+2	1.67182E+0	2.19858E+1	1.31386E+0	0.0	0.0	0.0	0.0	0.0
77.16980	43.72980	2.24525E+2	2.79861E+1	1.96539E+2	1.23606E+0	2.24786E+1	2.98324E+0	0.0	0.0	0.0	0.0	0.0
78.17210	44.73210	2.73518E+2	2.68879E+1	2.46630E+2	0.90219E+0	1.98419E+1	4.71429E+0	0.0	0.0	0.0	0.0	0.0
79.17430	45.73430	3.21338E+2	2.60281E+1	2.95310E+2	0.70164E+0	1.75934E+1	6.24762E+0	0.0	0.0	0.0	0.0	0.0
80.17650	46.73650	3.67852E+2	2.40792E+1	3.43773E+2	0.29052E+0	1.40305E+1	8.14317E+0	0.0	0.0	0.0	0.0	0.0
81.17870	47.73870	4.13070E+2	2.30283E+1	3.90041E+2	0.22068E+0	1.18692E+1	9.36483E+0	0.0	0.0	0.0	0.0	0.0
82.18090	48.74090	4.57030E+2	2.11901E+1	4.35840E+2	0.20170E+0	8.91766E+0	1.02447E+1	0.0	0.0	0.0	0.0	0.0
