Evaporation residue cross section (mb) calculated using Monte-Carlo procedure (statistics: 10689 events for each energy)
Ecm(MeV)	E^*(MeV)	Sigma_fus	Sigma_surv	Sigma_fiss	3n	4n	5n	6n	7n	2n	8n	9n	
64.14100	30.70100	5.86190E-2	4.15088E-2	1.71102E-2	3.94961E-2	2.19362E-4	0.0	0.0	0.0	1.32166E-3	0.0	0.0
65.14320	31.70320	0.29592E+0	0.19972E+0	9.62067E-2	0.18851E+0	5.06643E-3	0.0	0.0	0.0	3.65447E-3	0.0	0.0
66.14540	32.70540	1.19755E+0	0.74661E+0	0.45094E+0	0.67714E+0	4.95197E-2	0.0	0.0	0.0	9.29896E-3	0.0	0.0
67.14770	33.70770	3.48340E+0	1.88819E+0	1.59522E+0	1.59359E+0	0.24604E+0	0.0	0.0	0.0	1.62943E-2	0.0	0.0
68.14990	34.70990	7.59250E+0	3.36119E+0	4.23131E+0	2.54291E+0	0.72664E+0	0.0	0.0	0.0	2.20196E-2	0.0	0.0
69.15210	35.71210	1.37137E+1	5.15241E+0	8.56127E+0	3.36010E+0	1.65760E+0	0.0	0.0	0.0	1.15467E-2	0.0	0.0
70.15430	36.71430	2.19234E+1	6.68839E+0	1.52350E+1	3.52571E+0	2.96168E+0	0.0	0.0	0.0	1.84592E-2	0.0	0.0
71.15650	37.71650	3.24358E+1	8.69385E+0	2.37419E+1	3.58071E+0	4.82486E+0	0.0	0.0	0.0	9.10350E-3	0.0	0.0
72.15870	38.71870	4.57602E+1	1.08482E+1	3.49120E+1	3.49334E+0	7.02521E+0	0.0	0.0	0.0	8.56211E-3	0.0	0.0
73.16100	39.72100	6.36156E+1	1.45871E+1	4.90284E+1	3.27928E+0	1.07722E+1	1.19030E-2	0.0	0.0	1.78545E-2	0.0	0.0
74.16320	40.72320	8.98311E+1	2.08337E+1	6.89974E+1	3.33642E+0	1.64888E+1	9.24448E-2	0.0	0.0	8.40407E-3	0.0	0.0
75.16540	41.72540	1.28153E+2	3.11360E+1	9.70168E+1	3.47688E+0	2.57289E+1	0.52752E+0	0.0	0.0	0.0	0.0	0.0
76.16760	42.72760	1.75114E+2	4.03176E+1	1.34796E+2	3.12908E+0	3.34369E+1	1.73656E+0	0.0	0.0	0.0	0.0	0.0
77.16980	43.72980	2.24525E+2	4.60015E+1	1.78524E+2	2.49962E+0	3.63811E+1	4.66317E+0	0.0	0.0	0.0	0.0	0.0
78.17210	44.73210	2.73518E+2	4.49338E+1	2.28584E+2	2.09827E+0	3.30862E+1	7.16484E+0	0.0	0.0	0.0	0.0	0.0
79.17430	45.73430	3.21338E+2	4.62061E+1	2.75132E+2	1.50313E+0	3.11448E+1	1.01010E+1	0.0	0.0	0.0	0.0	0.0
80.17650	46.73650	3.67852E+2	4.40844E+1	3.23768E+2	0.65386E+0	2.76001E+1	1.20105E+1	0.0	0.0	0.0	0.0	0.0
81.17870	47.73870	4.13070E+2	4.27407E+1	3.70329E+2	0.61831E+0	2.31866E+1	1.53805E+1	0.0	0.0	0.0	0.0	0.0
82.18090	48.74090	4.57030E+2	4.10040E+1	4.16026E+2	0.55584E+0	1.71456E+1	1.90696E+1	0.0	0.0	0.0	0.0	0.0
83.18320	49.74320	4.99778E+2	3.67972E+1	4.62981E+2	0.18702E+0	1.24372E+1	2.11806E+1	0.0	0.0	0.0	0.0	0.0
84.18540	50.74540	5.41358E+2	3.39331E+1	5.07425E+2	0.10129E+0	9.67344E+0	2.05118E+1	5.06463E-2	0.0	0.0	0.0	0.0
85.18760	51.74760	5.81813E+2	3.61422E+1	5.45671E+2	0.0	8.38238E+0	2.41129E+1	0.10886E+0	0.0	0.0	0.0	0.0
86.18980	52.74980	6.21183E+2	3.46942E+1	5.86489E+2	5.81142E-2	6.33445E+0	2.44661E+1	0.29057E+0	0.0	0.0	0.0	0.0
87.19200	53.75200	6.59506E+2	3.04178E+1	6.29088E+2	6.16995E-2	4.13387E+0	2.15331E+1	0.49359E+0	0.0	0.0	0.0	0.0
