Evaporation residue cross section (mb) calculated using Monte-Carlo procedure (statistics: 9145 events for each energy)
Ecm(MeV)	E^*(MeV)	Sigma_fus	Sigma_surv	Sigma_fiss	4n	6n	3n	7n	5n	8n	2n	9n	
85.18760	51.74760	5.81813E+2	1.34176E+2	4.47637E+2	4.09082E+1	0.44534E+0	1.01793E+0	0.0	7.27187E+1	0.0	0.0	0.0
86.18980	52.74980	6.21183E+2	1.33882E+2	4.87301E+2	3.89216E+1	0.74718E+0	0.61133E+0	0.0	7.66884E+1	0.0	0.0	0.0
87.19200	53.75200	6.59506E+2	1.28440E+2	5.31067E+2	2.74043E+1	1.65868E+0	0.64904E+0	0.0	8.11312E+1	0.0	0.0	0.0
88.19420	54.75420	6.96820E+2	1.33573E+2	5.63247E+2	2.37734E+1	2.43830E+0	7.61969E-2	0.0	8.73978E+1	0.0	0.0	0.0
89.19650	55.75650	7.33161E+2	1.31480E+2	6.01681E+2	1.85194E+1	5.45160E+0	0.32068E+0	0.0	8.30568E+1	0.0	0.0	0.0
90.19870	56.75870	7.68560E+2	1.26987E+2	6.41574E+2	1.49594E+1	7.31162E+0	8.40416E-2	0.0	8.26129E+1	0.0	0.0	0.0
91.20090	57.76090	8.03051E+2	1.26539E+2	6.76513E+2	1.08010E+1	1.13279E+1	0.17562E+0	0.0	8.12272E+1	0.0	0.0	0.0
92.20310	58.76310	8.36664E+2	1.27261E+2	7.09404E+2	8.59994E+0	1.58275E+1	0.0	0.0	7.75824E+1	0.0	0.0	0.0
93.20530	59.76530	8.69429E+2	1.26540E+2	7.42889E+2	7.22543E+0	2.26270E+1	0.0	0.0	6.84515E+1	0.0	0.0	0.0
94.20760	60.76760	9.01373E+2	1.20150E+2	7.81223E+2	5.42105E+0	2.74995E+1	0.0	0.0	6.00258E+1	0.0	0.0	0.0
95.20980	61.76980	9.32524E+2	1.14921E+2	8.17603E+2	4.69066E+0	3.08972E+1	0.10197E+0	0.10197E+0	5.12914E+1	0.0	0.0	0.0
96.21200	62.77200	9.62907E+2	1.20771E+2	8.42136E+2	2.52704E+0	3.62209E+1	0.0	0.21058E+0	5.12778E+1	0.0	0.0	0.0
97.21420	63.77420	9.92547E+2	1.14178E+2	8.78369E+2	1.95362E+0	3.79870E+1	0.0	0.86827E+0	4.14601E+1	0.0	0.0	0.0
98.21640	64.77640	1.02147E+3	1.18510E+2	9.02957E+2	1.00527E+0	4.68010E+1	0.0	0.78187E+0	3.60781E+1	0.0	0.0	0.0
99.21870	65.77870	1.04969E+3	1.12602E+2	9.37089E+2	1.03305E+0	4.43063E+1	0.0	2.18088E+0	3.31723E+1	0.0	0.0	0.0
100.22100	66.78100	1.07724E+3	1.21919E+2	9.55324E+2	0.58897E+0	5.06522E+1	0.0	3.88726E+0	2.93312E+1	0.0	0.0	0.0
101.22300	67.78300	1.10415E+3	1.13494E+2	9.90655E+2	0.84516E+0	4.86574E+1	0.0	5.31247E+0	2.19743E+1	0.0	0.0	0.0
102.22500	68.78500	1.13043E+3	1.13847E+2	1.01659E+3	0.61806E+0	4.73435E+1	0.0	7.78757E+0	1.82946E+1	0.0	0.0	0.0
103.22800	69.78800	1.15612E+3	1.08975E+2	1.04714E+3	0.50568E+0	4.89248E+1	0.0	1.03665E+1	1.37799E+1	0.0	0.0	0.0
104.23000	70.79000	1.18119E+3	1.18313E+2	1.06288E+3	0.12916E+0	5.33442E+1	0.0	1.20121E+1	1.40787E+1	0.0	0.0	0.0
105.23200	71.79200	1.20564E+3	1.09029E+2	1.09662E+3	0.52734E+0	4.06056E+1	0.0	1.47657E+1	1.10743E+1	0.0	0.0	0.0
106.23400	72.79400	1.22949E+3	1.16429E+2	1.11306E+3	0.0	4.38288E+1	0.0	1.92255E+1	9.27665E+0	0.0	0.0	0.0
107.23600	73.79600	1.25283E+3	1.10830E+2	1.14200E+3	0.54798E+0	3.56190E+1	0.0	2.21934E+1	7.12379E+0	0.0	0.0	0.0
108.23900	74.79900	1.27575E+3	1.12718E+2	1.16303E+3	0.55801E+0	3.73867E+1	0.0	2.14834E+1	6.55662E+0	0.13950E+0	0.0	0.0
109.24100	75.80100	1.29820E+3	1.11579E+2	1.18662E+3	0.14195E+0	3.02370E+1	0.0	2.66880E+1	5.11047E+0	0.14195E+0	0.0	0.0
110.24300	76.80300	1.32000E+3	1.11720E+2	1.20828E+3	0.0	3.36315E+1	0.0	2.94456E+1	1.87644E+0	0.28868E+0	0.0	0.0
111.24500	77.80500	1.34120E+3	1.10581E+2	1.23062E+3	0.0	2.62519E+1	0.0	2.87451E+1	3.66647E+0	1.17327E+0	0.0	0.0
112.24800	78.80800	1.36210E+3	1.12305E+2	1.24980E+3	0.0	2.74059E+1	0.0	3.05337E+1	2.08523E+0	1.04262E+0	0.0	0.0
113.25000	79.81000	1.38270E+3	1.09165E+2	1.27354E+3	0.0	2.08653E+1	0.0	3.29611E+1	2.11677E+0	2.41916E+0	0.0	0.0
114.25200	80.81200	1.40263E+3	1.07824E+2	1.29480E+3	0.0	1.90187E+1	0.0	3.19023E+1	2.14727E+0	1.68714E+0	0.0	0.0
115.25400	81.81400	1.42205E+3	1.10250E+2	1.31180E+3	0.15550E+0	1.47725E+1	0.0	3.59205E+1	0.93300E+0	2.95450E+0	0.0	0.0
116.25600	82.81600	1.44132E+3	1.12217E+2	1.32910E+3	0.0	1.40271E+1	0.0	3.51464E+1	0.47282E+0	4.72822E+0	0.0	0.0
117.25900	83.81900	1.46001E+3	1.00420E+2	1.35959E+3	0.0	1.11756E+1	0.0	2.95354E+1	1.11756E+0	5.10883E+0	0.0	0.0
118.26100	84.82100	1.47822E+3	1.06199E+2	1.37202E+3	0.0	1.09917E+1	0.0	2.86107E+1	0.48492E+0	7.75883E+0	0.0	0.16164E+0
119.26300	85.82300	1.49642E+3	1.14707E+2	1.38171E+3	0.0	1.01452E+1	0.0	3.33811E+1	0.16363E+0	8.01800E+0	0.0	0.0
120.26500	86.82500	1.51377E+3	1.08918E+2	1.40485E+3	0.0	8.11095E+0	0.0	2.97953E+1	0.66211E+0	8.93859E+0	0.0	0.16553E+0
121.26700	87.82700	1.53079E+3	1.07130E+2	1.42366E+3	0.0	6.02608E+0	0.0	2.79543E+1	0.33478E+0	1.05456E+1	0.0	0.0
122.27000	88.83000	1.54823E+3	1.09367E+2	1.43887E+3	0.0	6.94123E+0	0.0	2.52254E+1	0.33859E+0	1.10044E+1	0.0	0.67719E+0
123.27200	89.83200	1.56415E+3	1.06044E+2	1.45810E+3	0.0	4.96011E+0	0.0	2.15508E+1	0.17103E+0	1.50514E+1	0.0	0.17103E+0
124.27400	90.83400	1.58026E+3	1.04198E+2	1.47606E+3	0.0	2.93760E+0	0.0	2.35008E+1	0.17280E+0	1.36512E+1	0.0	0.34560E+0
125.27600	91.83600	1.59689E+3	1.09660E+2	1.48723E+3	0.0	3.14313E+0	0.0	2.35735E+1	0.0	1.62395E+1	0.0	0.69847E+0
126.27900	92.83900	1.61125E+3	1.09061E+2	1.50219E+3	0.0	2.46665E+0	0.0	1.51523E+1	0.52856E+0	1.69142E+1	0.0	0.70475E+0
127.28100	93.84100	1.62719E+3	1.07649E+2	1.51954E+3	0.0	2.84692E+0	0.0	1.90388E+1	0.17793E+0	1.54801E+1	0.0	0.53379E+0
128.28300	94.84300	1.64219E+3	1.06487E+2	1.53570E+3	0.0	2.69359E+0	0.0	1.54432E+1	0.0	1.84960E+1	0.0	2.87316E+0

