Evaporation residue cross section (mb) calculated using Monte-Carlo procedure (statistics: 7174 events for each energy)
Ecm(MeV)	E^*(MeV)	Sigma_fus	Sigma_surv	Sigma_fiss	3n	4n	6n	7n	5n	2n	8n	9n	
90.19870	56.75870	7.68560E+2	9.68468E+1	6.71714E+2	0.10713E+0	1.01775E+1	4.39239E+0	0.0	5.91365E+1	0.0	0.0	0.0
91.20090	57.76090	8.03051E+2	9.86184E+1	7.04433E+2	0.11193E+0	8.84319E+0	8.28350E+0	0.0	5.76487E+1	0.0	0.0	0.0
92.20310	58.76310	8.36664E+2	1.00180E+2	7.36484E+2	0.11662E+0	6.88085E+0	1.17791E+1	0.0	5.80790E+1	0.0	0.0	0.0
93.20530	59.76530	8.69429E+2	9.40448E+1	7.75384E+2	0.0	4.84766E+0	1.16344E+1	0.0	5.10217E+1	0.0	0.0	0.0
94.20760	60.76760	9.01373E+2	9.02127E+1	8.11160E+2	0.0	3.64369E+0	1.39465E+1	0.0	4.58602E+1	0.0	0.0	0.0
95.20980	61.76980	9.32524E+2	9.65801E+1	8.35944E+2	0.0	3.11968E+0	1.84581E+1	0.0	4.79651E+1	0.0	0.0	0.0
96.21200	62.77200	9.62907E+2	8.84522E+1	8.74455E+2	0.0	5.10043E+0	1.77173E+1	0.0	3.42266E+1	0.0	0.0	0.0
97.21420	63.77420	9.92547E+2	9.10365E+1	9.01511E+2	0.0	1.38353E+0	2.60104E+1	0.27670E+0	3.18213E+1	0.0	0.0	0.0
98.21640	64.77640	1.02147E+3	9.18382E+1	9.29629E+2	0.0	1.13908E+0	2.81922E+1	0.56953E+0	3.07551E+1	0.0	0.0	0.0
99.21870	65.77870	1.04969E+3	9.13029E+1	9.58388E+2	0.0	0.87791E+0	2.86785E+1	2.63374E+0	2.53132E+1	0.0	0.0	0.0
100.22100	66.78100	1.07724E+3	9.47505E+1	9.82492E+2	0.0	0.75079E+0	3.57379E+1	1.95207E+0	2.20734E+1	0.0	0.0	0.0
101.22300	67.78300	1.10415E+3	8.89598E+1	1.01519E+3	0.0	1.38519E+0	3.35523E+1	2.46256E+0	1.80074E+1	0.0	0.0	0.0
102.22500	68.78500	1.13043E+3	9.12352E+1	1.03920E+3	0.0	0.47272E+0	3.73450E+1	4.25449E+0	1.60725E+1	0.0	0.0	0.0
103.22800	69.78800	1.15612E+3	9.18576E+1	1.06426E+3	0.0	0.32230E+0	3.41646E+1	5.80153E+0	1.25700E+1	0.0	0.0	0.0
104.23000	70.79000	1.18119E+3	9.28621E+1	1.08833E+3	0.0	0.32929E+0	3.37531E+1	7.40921E+0	1.03729E+1	0.0	0.0	0.0
105.23200	71.79200	1.20564E+3	8.89025E+1	1.11674E+3	0.0	0.16805E+0	3.27712E+1	9.24317E+0	9.57928E+0	0.0	0.0	0.0
106.23400	72.79400	1.22949E+3	9.66593E+1	1.13283E+3	0.0	0.0	3.44477E+1	1.21681E+1	7.36942E+0	0.0	0.0	0.0
107.23600	73.79600	1.25283E+3	8.95876E+1	1.16324E+3	0.0	0.17463E+0	3.24820E+1	1.23991E+1	5.06440E+0	0.0	0.0	0.0
108.23900	74.79900	1.27575E+3	8.96263E+1	1.18613E+3	0.0	0.0	2.77415E+1	1.70717E+1	4.44575E+0	0.0	0.17783E+0	0.0
109.24100	75.80100	1.29820E+3	9.64513E+1	1.20175E+3	0.0	0.0	2.38866E+1	2.04484E+1	5.24782E+0	0.0	0.18095E+0	0.0
110.24300	76.80300	1.32000E+3	8.50070E+1	1.23499E+3	0.0	0.0	2.18958E+1	1.78478E+1	3.12797E+0	0.0	0.18399E+0	0.0
111.24500	77.80500	1.34120E+3	8.65589E+1	1.25464E+3	0.0	0.0	1.83213E+1	2.22473E+1	3.36514E+0	0.0	0.37390E+0	0.0
112.24800	78.80800	1.36210E+3	8.22122E+1	1.27989E+3	0.0	0.0	1.82272E+1	1.80373E+1	2.08853E+0	0.0	0.0	0.0
113.25000	79.81000	1.38270E+3	9.03941E+1	1.29231E+3	0.0	0.0	1.56118E+1	2.19721E+1	1.73464E+0	0.0	1.73464E+0	0.0
114.25200	80.81200	1.40263E+3	9.32608E+1	1.30937E+3	0.0	0.0	1.36861E+1	2.22887E+1	1.36861E+0	0.0	1.75964E+0	0.0
115.25400	81.81400	1.42205E+3	8.88036E+1	1.33324E+3	0.0	0.0	1.50649E+1	2.18045E+1	1.38756E+0	0.0	0.79288E+0	0.0
116.25600	82.81600	1.44132E+3	9.72399E+1	1.34408E+3	0.0	0.0	1.34609E+1	2.23009E+1	1.00454E+0	0.0	2.21000E+0	0.0
117.25900	83.81900	1.46001E+3	9.25987E+1	1.36741E+3	0.0	0.0	1.07862E+1	2.54392E+1	0.40702E+0	0.0	2.64568E+0	0.0
118.26100	84.82100	1.47822E+3	8.44814E+1	1.39374E+3	0.0	0.0	8.44814E+0	2.08113E+1	0.0	0.0	3.50289E+0	0.0
119.26300	85.82300	1.49642E+3	8.96935E+1	1.40673E+3	0.0	0.0	7.30063E+0	2.00246E+1	0.83435E+0	0.0	5.21474E+0	0.0
120.26500	86.82500	1.51377E+3	8.75681E+1	1.42620E+3	0.0	0.0	5.48619E+0	1.70916E+1	0.63302E+0	0.0	4.22015E+0	0.0
121.26700	87.82700	1.53079E+3	8.72727E+1	1.44352E+3	0.0	0.0	7.46832E+0	2.04845E+1	0.42676E+0	0.0	4.05423E+0	0.0
122.27000	88.83000	1.54823E+3	8.45982E+1	1.46363E+3	0.0	0.0	6.04273E+0	1.61859E+1	0.0	0.0	7.33760E+0	0.0
123.27200	89.83200	1.56415E+3	1.00076E+2	1.46407E+3	0.0	0.0	5.88680E+0	1.76604E+1	0.43605E+0	0.0	7.63104E+0	0.21803E+0
124.27400	90.83400	1.58026E+3	8.45857E+1	1.49567E+3	0.0	0.0	3.74468E+0	1.58598E+1	0.0	0.0	6.38799E+0	0.44055E+0
125.27600	91.83600	1.59689E+3	8.92601E+1	1.50763E+3	0.0	0.0	2.00334E+0	1.46912E+1	0.22259E+0	0.0	9.57152E+0	0.0
126.27900	92.83900	1.61125E+3	8.46728E+1	1.52658E+3	0.0	0.0	2.69515E+0	1.30266E+1	0.22459E+0	0.0	5.16571E+0	0.67378E+0
127.28100	93.84100	1.62719E+3	8.95931E+1	1.53760E+3	0.0	0.0	2.04136E+0	1.24750E+1	0.0	0.0	1.15677E+1	0.68045E+0
128.28300	94.84300	1.64219E+3	8.35516E+1	1.55864E+3	0.0	0.0	2.28909E+0	1.14454E+1	0.0	0.0	1.14454E+1	1.14454E+0

