Evaporation residue cross section (mb) calculated using Monte-Carlo procedure (statistics: 719 events for each energy)
Ecm(MeV)	E^*(MeV)	Sigma_fus	Sigma_surv	Sigma_fiss	3n	4n	5n	6n	7n	2n	8n	
97.21420	63.77420	9.92547E+2	1.86362E+2	8.06186E+2	0.0	1.79459E+1	5.52182E+1	2.89896E+1	1.38046E+0	0.0	0.0
98.21640	64.77640	1.02147E+3	1.98895E+2	8.22573E+2	0.0	5.68271E+0	6.53512E+1	3.26756E+1	0.0	0.0	0.0
99.21870	65.77870	1.04969E+3	2.02931E+2	8.46761E+2	0.0	7.29966E+0	6.27771E+1	3.06586E+1	0.0	0.0	0.0
100.22100	66.78100	1.07724E+3	1.70801E+2	9.06442E+2	0.0	1.04878E+1	5.39370E+1	2.99650E+1	2.99650E+0	0.0	0.0
101.22300	67.78300	1.10415E+3	1.68924E+2	9.35224E+2	0.0	7.67836E+0	4.45345E+1	4.91415E+1	1.53567E+0	0.0	0.0
102.22500	68.78500	1.13043E+3	1.82379E+2	9.48055E+2	0.0	3.14446E+0	4.24502E+1	3.77335E+1	1.57223E+0	0.0	0.0
103.22800	69.78800	1.15612E+3	1.84914E+2	9.71202E+2	0.0	1.60795E+0	3.37670E+1	4.82385E+1	3.21590E+0	0.0	0.0
104.23000	70.79000	1.18119E+3	1.85640E+2	9.95553E+2	0.0	3.28565E+0	3.12137E+1	4.10707E+1	1.64283E+0	0.0	0.0
105.23200	71.79200	1.20564E+3	1.87806E+2	1.01784E+3	0.0	1.67684E+0	3.01830E+1	2.51525E+1	1.00610E+1	0.0	0.0
106.23400	72.79400	1.22949E+3	1.86390E+2	1.04310E+3	0.0	1.71000E+0	1.53900E+1	5.13001E+1	6.84001E+0	0.0	0.0
107.23600	73.79600	1.25283E+3	1.88186E+2	1.06464E+3	0.0	1.74246E+0	1.74246E+1	5.57587E+1	8.71230E+0	0.0	0.0
108.23900	74.79900	1.27575E+3	1.70337E+2	1.10541E+3	0.0	0.0	1.41947E+1	4.43585E+1	1.41947E+1	0.0	0.0
109.24100	75.80100	1.29820E+3	1.76945E+2	1.12126E+3	0.0	1.80557E+0	1.44445E+1	4.69447E+1	1.44445E+1	0.0	0.0
110.24300	76.80300	1.32000E+3	1.89096E+2	1.13091E+3	0.0	3.67177E+0	1.28512E+1	3.85536E+1	7.34354E+0	0.0	0.0
111.24500	77.80500	1.34120E+3	1.52960E+2	1.18824E+3	0.0	0.0	7.46145E+0	2.42497E+1	1.67883E+1	0.0	0.0
112.24800	78.80800	1.36210E+3	2.02705E+2	1.15940E+3	0.0	0.0	7.57776E+0	2.84166E+1	1.13666E+1	0.0	0.0
113.25000	79.81000	1.38270E+3	1.65386E+2	1.21732E+3	0.0	0.0	3.84618E+0	2.69233E+1	2.69233E+1	0.0	0.0
114.25200	80.81200	1.40263E+3	2.06785E+2	1.19584E+3	0.0	0.0	7.80320E+0	3.90160E+1	2.14588E+1	0.0	0.0
115.25400	81.81400	1.42205E+3	1.78003E+2	1.24404E+3	0.0	0.0	9.88906E+0	2.17559E+1	2.57116E+1	0.0	0.0
116.25600	82.81600	1.44132E+3	1.74402E+2	1.26692E+3	0.0	0.0	4.00923E+0	2.60600E+1	1.40323E+1	0.0	2.00462E+0
117.25900	83.81900	1.46001E+3	2.09153E+2	1.25085E+3	0.0	0.0	6.09183E+0	2.23367E+1	4.06122E+1	0.0	2.03061E+0
118.26100	84.82100	1.47822E+3	2.01482E+2	1.27674E+3	0.0	0.0	6.16781E+0	2.67272E+1	2.05594E+1	0.0	8.22374E+0
119.26300	85.82300	1.49642E+3	2.06044E+2	1.29038E+3	0.0	0.0	8.32501E+0	1.87313E+1	1.66500E+1	0.0	2.08125E+0
120.26500	86.82500	1.51377E+3	1.85273E+2	1.32849E+3	0.0	0.0	0.0	2.73699E+1	2.52645E+1	0.0	4.21076E+0
121.26700	87.82700	1.53079E+3	2.15035E+2	1.31576E+3	0.0	0.0	2.12906E+0	8.51623E+0	3.61940E+1	0.0	0.0
122.27000	88.83000	1.54823E+3	2.02411E+2	1.34582E+3	0.0	0.0	4.30663E+0	8.61326E+0	3.66063E+1	0.0	6.45994E+0
123.27200	89.83200	1.56415E+3	1.41404E+2	1.42274E+3	0.0	0.0	0.0	1.52281E+1	1.52281E+1	0.0	1.08772E+1
124.27400	90.83400	1.58026E+3	1.75828E+2	1.40443E+3	0.0	0.0	2.19785E+0	8.79141E+0	2.85721E+1	0.0	1.09893E+1
125.27600	91.83600	1.59689E+3	1.64353E+2	1.43253E+3	0.0	0.0	0.0	0.0	2.22098E+1	0.0	1.33259E+1
126.27900	92.83900	1.61125E+3	2.08410E+2	1.40284E+3	0.0	0.0	0.0	1.12048E+1	2.91325E+1	0.0	6.72289E+0
127.28100	93.84100	1.62719E+3	1.94629E+2	1.43256E+3	0.0	0.0	2.26313E+0	1.13157E+1	2.48945E+1	0.0	4.52626E+0
128.28300	94.84300	1.64219E+3	1.87287E+2	1.45490E+3	0.0	0.0	2.28399E+0	9.13597E+0	2.05559E+1	0.0	1.37040E+1

