Evaporation residue cross section (mb) calculated using Monte-Carlo procedure (statistics: 10308 events for each energy)
Ecm(MeV)	E^*(MeV)	Sigma_fus	Sigma_surv	Sigma_fiss	3n	5n	6n	4n	7n	2n	8n	9n	
64.14100	30.70100	5.86190E-2	5.47919E-2	3.82718E-3	4.67906E-2	0.0	0.0	9.66747E-5	0.0	5.02140E-3	0.0	0.0
65.14320	31.70320	0.29592E+0	0.27578E+0	2.01535E-2	0.23808E+0	0.0	0.0	2.95699E-3	0.0	1.88616E-2	0.0	0.0
66.14540	32.70540	1.19755E+0	1.09636E+0	0.10119E+0	0.94776E+0	0.0	0.0	2.63721E-2	0.0	5.39060E-2	0.0	0.0
67.14770	33.70770	3.48340E+0	3.07585E+0	0.40754E+0	2.58315E+0	0.0	0.0	0.15308E+0	0.0	0.12841E+0	0.0	0.0
68.14990	34.70990	7.59250E+0	6.36760E+0	1.22491E+0	5.18541E+0	0.0	0.0	0.51706E+0	0.0	0.18929E+0	0.0	0.0
69.15210	35.71210	1.37137E+1	1.08919E+1	2.82176E+0	8.37482E+0	0.0	0.0	1.34104E+0	0.0	0.25543E+0	0.0	0.0
70.15430	36.71430	2.19234E+1	1.64042E+1	5.51913E+0	1.16720E+1	0.0	0.0	2.92014E+0	0.0	0.28499E+0	0.0	0.0
71.15650	37.71650	3.24358E+1	2.27189E+1	9.71689E+0	1.46509E+1	0.0	0.0	5.23919E+0	0.0	0.39962E+0	0.0	0.0
72.15870	38.71870	4.57602E+1	3.02138E+1	1.55464E+1	1.66251E+1	0.0	0.0	9.65545E+0	0.0	0.39953E+0	0.0	0.0
73.16100	39.72100	6.36156E+1	4.05219E+1	2.30937E+1	1.89341E+1	6.17147E-3	0.0	1.63914E+1	0.0	0.24685E+0	0.0	0.0
74.16320	40.72320	8.98311E+1	5.64102E+1	3.34209E+1	2.09501E+1	6.97176E-2	0.0	2.72421E+1	0.0	0.35730E+0	0.0	0.0
75.16540	41.72540	1.28153E+2	8.03505E+1	4.78024E+1	2.32610E+1	0.31080E+0	0.0	4.51171E+1	0.0	0.29837E+0	0.0	0.0
76.16760	42.72760	1.75114E+2	1.11493E+2	6.36206E+1	2.71641E+1	1.17218E+0	0.0	6.64407E+1	0.0	0.20385E+0	0.0	0.0
77.16980	43.72980	2.24525E+2	1.39707E+2	8.48177E+1	2.60726E+1	3.13656E+0	0.0	8.74097E+1	0.0	0.34850E+0	0.0	0.0
78.17210	44.73210	2.73518E+2	1.65230E+2	1.08287E+2	2.44117E+1	6.04987E+0	0.0	1.08393E+2	0.0	0.10613E+0	0.0	0.0
79.17430	45.73430	3.21338E+2	1.87510E+2	1.33829E+2	2.26009E+1	1.14719E+1	0.0	1.19115E+2	0.0	0.18704E+0	0.0	0.0
