Evaporation residue cross section (mb) calculated using Monte-Carlo procedure (statistics: 10479 events for each energy)
Ecm(MeV)	E^*(MeV)	Sigma_fus	Sigma_surv	Sigma_fiss	2n	3n	5n	7n	4n	6n	8n	9n	
64.14100	30.70100	5.86190E-2	5.05582E-2	8.06088E-3	1.33136E-3	4.85835E-2	0.0	0.0	3.24449E-4	0.0	0.0	0.0
65.14320	31.70320	0.29592E+0	0.25032E+0	4.56079E-2	4.40547E-3	0.23733E+0	0.0	0.0	6.74941E-3	0.0	0.0	0.0
66.14540	32.70540	1.19755E+0	0.96453E+0	0.23301E+0	1.01710E-2	0.88224E+0	0.0	0.0	6.51401E-2	0.0	0.0	0.0
67.14770	33.70770	3.48340E+0	2.57923E+0	0.90417E+0	1.76181E-2	2.18864E+0	0.0	0.0	0.34239E+0	0.0	0.0	0.0
68.14990	34.70990	7.59250E+0	4.95805E+0	2.63444E+0	2.68081E-2	3.76183E+0	0.0	0.0	1.10638E+0	0.0	0.0	0.0
69.15210	35.71210	1.37137E+1	7.76442E+0	5.94927E+0	1.70129E-2	4.96122E+0	0.0	0.0	2.67102E+0	0.0	0.0	0.0
70.15430	36.71430	2.19234E+1	1.08267E+1	1.10966E+1	1.25527E-2	5.71568E+0	0.0	0.0	4.93741E+0	0.0	0.0	0.0
71.15650	37.71650	3.24358E+1	1.47925E+1	1.76433E+1	2.47625E-2	6.15658E+0	0.0	0.0	8.34496E+0	0.0	0.0	0.0
72.15870	38.71870	4.57602E+1	1.89346E+1	2.68255E+1	8.73369E-3	5.73367E+0	4.36685E-3	0.0	1.28516E+1	0.0	0.0	0.0
73.16100	39.72100	6.36156E+1	2.55519E+1	3.80637E+1	1.82123E-2	5.28764E+0	1.82123E-2	0.0	1.96693E+1	0.0	0.0	0.0
74.16320	40.72320	8.98311E+1	3.67845E+1	5.30466E+1	0.0	5.09206E+0	0.27432E+0	0.0	3.05266E+1	0.0	0.0	0.0
75.16540	41.72540	1.28153E+2	5.51428E+1	7.30101E+1	0.0	5.18530E+0	1.23518E+0	0.0	4.69246E+1	0.0	0.0	0.0
76.16760	42.72760	1.75114E+2	7.50822E+1	1.00032E+2	0.0	4.76262E+0	3.99391E+0	0.0	6.37522E+1	0.0	0.0	0.0
77.16980	43.72980	2.24525E+2	8.95186E+1	1.35006E+2	0.0	4.56378E+0	8.76331E+0	0.0	7.31490E+1	0.0	0.0	0.0
78.17210	44.73210	2.73518E+2	9.72542E+1	1.76263E+2	0.0	3.31489E+0	1.56609E+1	0.0	7.44937E+1	0.0	0.0	0.0
79.17430	45.73430	3.21338E+2	1.01010E+2	2.20328E+2	0.0	3.00517E+0	2.41027E+1	0.0	6.95175E+1	0.0	0.0	0.0
80.17650	46.73650	3.67852E+2	9.75182E+1	2.70334E+2	0.0	1.86050E+0	3.10317E+1	0.0	5.99221E+1	0.0	0.0	0.0
81.17870	47.73870	4.13070E+2	9.59454E+1	3.17124E+2	0.0	1.37966E+0	3.87093E+1	0.0	5.07714E+1	0.0	0.0	0.0
82.18090	48.74090	4.57030E+2	9.35954E+1	3.63434E+2	0.0	0.65420E+0	4.57946E+1	0.0	4.20438E+1	0.0	0.0	0.0
83.18320	49.74320	4.99778E+2	9.28589E+1	4.06919E+2	0.0	0.76309E+0	5.27488E+1	0.0	3.33376E+1	4.76933E-2	0.0	0.0
84.18540	50.74540	5.41358E+2	9.13371E+1	4.50021E+2	0.0	0.30996E+0	5.85322E+1	0.0	2.58823E+1	0.10332E+0	0.0	0.0
85.18760	51.74760	5.81813E+2	8.61143E+1	4.95699E+2	0.0	0.11104E+0	6.07964E+1	0.0	1.83777E+1	0.33313E+0	0.0	0.0
86.18980	52.74980	6.21183E+2	8.64878E+1	5.34695E+2	0.0	5.92788E-2	6.47325E+1	0.0	1.45233E+1	1.00774E+0	0.0	0.0
87.19200	53.75200	6.59506E+2	8.34531E+1	5.76053E+2	0.0	6.29360E-2	6.08591E+1	0.0	1.28389E+1	2.26570E+0	0.0	0.0
88.19420	54.75420	6.96820E+2	8.43180E+1	6.12502E+2	0.0	0.26598E+0	6.33050E+1	0.0	8.77758E+0	4.38879E+0	0.0	0.0
89.19650	55.75650	7.33161E+2	8.18587E+1	6.51302E+2	0.0	0.0	6.10792E+1	0.0	5.59718E+0	7.20637E+0	0.0	0.0
90.19870	56.75870	7.68560E+2	7.49565E+1	6.93604E+2	0.0	7.33429E-2	5.60340E+1	0.0	3.52046E+0	8.06772E+0	0.0	0.0
91.20090	57.76090	8.03051E+2	7.14233E+1	7.31628E+2	0.0	0.0	4.67470E+1	0.0	3.21864E+0	1.24148E+1	0.0	0.0
92.20310	58.76310	8.36664E+2	7.43329E+1	7.62332E+2	0.0	7.98420E-2	4.55099E+1	0.0	2.71463E+0	1.55692E+1	0.0	0.0
93.20530	59.76530	8.69429E+2	7.40080E+1	7.95421E+2	0.0	0.0	4.05717E+1	0.0	1.57640E+0	2.16548E+1	0.0	0.0
