Evaporation residue cross section (mb) calculated using Monte-Carlo procedure (statistics: 10177 events for each energy)
Ecm(MeV)	E^*(MeV)	Sigma_fus	Sigma_surv	Sigma_fiss	3n	5n	4n	7n	6n	2n	8n	9n	
64.14100	30.70100	5.86190E-2	5.64129E-2	2.20606E-3	4.56879E-2	0.0	1.20959E-4	0.0	0.0	5.79451E-3	0.0	0.0
65.14320	31.70320	0.29592E+0	0.28398E+0	1.19512E-2	0.23649E+0	0.0	2.26810E-3	0.0	0.0	1.82320E-2	0.0	0.0
66.14540	32.70540	1.19755E+0	1.13518E+0	6.23662E-2	0.94090E+0	0.0	2.60055E-2	0.0	0.0	5.84830E-2	0.0	0.0
67.14770	33.70770	3.48340E+0	3.21368E+0	0.26971E+0	2.64002E+0	0.0	0.13485E+0	0.0	0.0	0.12664E+0	0.0	0.0
68.14990	34.70990	7.59250E+0	6.80318E+0	0.78931E+0	5.35287E+0	0.0	0.48343E+0	0.0	0.0	0.23202E+0	0.0	0.0
69.15210	35.71210	1.37137E+1	1.19403E+1	1.77333E+0	8.83567E+0	0.0	1.27879E+0	0.0	0.0	0.28836E+0	0.0	0.0
70.15430	36.71430	2.19234E+1	1.84077E+1	3.51567E+0	1.28434E+1	0.0	2.64968E+0	0.0	0.0	0.38560E+0	0.0	0.0
71.15650	37.71650	3.24358E+1	2.63292E+1	6.10661E+0	1.64330E+1	0.0	5.43093E+0	0.0	0.0	0.46532E+0	0.0	0.0
72.15870	38.71870	4.57602E+1	3.60344E+1	9.72578E+0	2.01125E+1	0.0	9.55491E+0	0.0	0.0	0.44514E+0	0.0	0.0
73.16100	39.72100	6.36156E+1	4.78945E+1	1.57211E+1	2.30721E+1	0.0	1.61336E+1	0.0	0.0	0.43131E+0	0.0	0.0
74.16320	40.72320	8.98311E+1	6.71107E+1	2.27204E+1	2.67807E+1	2.64806E-2	2.72574E+1	0.0	0.0	0.46782E+0	0.0	0.0
75.16540	41.72540	1.28153E+2	9.54377E+1	3.27151E+1	2.95795E+1	0.30221E+0	4.53578E+1	0.0	0.0	0.37777E+0	0.0	0.0
76.16760	42.72760	1.75114E+2	1.28346E+2	4.67682E+1	3.24865E+1	1.03241E+0	6.66765E+1	0.0	0.0	0.27530E+0	0.0	0.0
77.16980	43.72980	2.24525E+2	1.66414E+2	5.81113E+1	3.33578E+1	2.51507E+0	9.22192E+1	0.0	0.0	0.44124E+0	0.0	0.0
78.17210	44.73210	2.73518E+2	1.96195E+2	7.73224E+1	3.41326E+1	4.21954E+0	1.09842E+2	0.0	0.0	0.26876E+0	0.0	0.0
79.17430	45.73430	3.21338E+2	2.26076E+2	9.52616E+1	3.27748E+1	8.33579E+0	1.29962E+2	0.0	0.0	0.25260E+0	0.0	0.0
80.17650	46.73650	3.67852E+2	2.49512E+2	1.18340E+2	3.02176E+1	1.41690E+1	1.39666E+2	0.0	0.0	0.18072E+0	0.0	0.0
81.17870	47.73870	4.13070E+2	2.66179E+2	1.46890E+2	2.64637E+1	2.09031E+1	1.42912E+2	0.0	0.0	4.05885E-2	0.0	0.0
82.18090	48.74090	4.57030E+2	2.83191E+2	1.73839E+2	2.28582E+1	2.96394E+1	1.49140E+2	0.0	0.0	0.17963E+0	0.0	0.0
83.18320	49.74320	4.99778E+2	2.90182E+2	2.09595E+2	1.86613E+1	3.67823E+1	1.44870E+2	0.0	0.0	9.82172E-2	0.0	0.0
84.18540	50.74540	5.41358E+2	2.92621E+2	2.48737E+2	1.47348E+1	4.75025E+1	1.30432E+2	0.0	5.31943E-2	0.15958E+0	0.0	0.0
85.18760	51.74760	5.81813E+2	2.98595E+2	2.83217E+2	1.25201E+1	5.71122E+1	1.20913E+2	0.0	5.71694E-2	0.0	0.0	0.0
86.18980	52.74980	6.21183E+2	2.95118E+2	3.26065E+2	9.21673E+0	6.69586E+1	1.11516E+2	0.0	0.18311E+0	0.0	0.0	0.0
87.19200	53.75200	6.59506E+2	2.97060E+2	3.62447E+2	6.80438E+0	7.34225E+1	1.00770E+2	0.0	0.38882E+0	0.12960E+0	0.0	0.0
88.19420	54.75420	6.96820E+2	2.91409E+2	4.05412E+2	5.27220E+0	8.20272E+1	8.46291E+1	0.0	0.41082E+0	0.0	0.0	0.0
89.19650	55.75650	7.33161E+2	2.87660E+2	4.45501E+2	4.39450E+0	8.70975E+1	7.40581E+1	0.0	0.93653E+0	0.0	0.0	0.0
90.19870	56.75870	7.68560E+2	2.81385E+2	4.87175E+2	3.24733E+0	9.38705E+1	5.76968E+1	0.0	2.41662E+0	0.0	0.0	0.0
91.20090	57.76090	8.03051E+2	2.83991E+2	5.19060E+2	1.97271E+0	1.01555E+2	4.95545E+1	0.0	3.94542E+0	0.0	0.0	0.0
92.20310	58.76310	8.36664E+2	2.80998E+2	5.55666E+2	1.39759E+0	1.01695E+2	4.15167E+1	0.0	6.00143E+0	0.16442E+0	0.0	0.0
93.20530	59.76530	8.69429E+2	2.76796E+2	5.92633E+2	1.53775E+0	9.34612E+1	4.07505E+1	0.0	8.45764E+0	0.0	0.0	0.0
94.20760	60.76760	9.01373E+2	2.74477E+2	6.26896E+2	0.61998E+0	9.63637E+1	3.11765E+1	0.0	9.65409E+0	0.0	0.0	0.0
