Evaporation residue cross section (mb) calculated using Monte-Carlo procedure (statistics: 72849 events for each energy)
Ecm(MeV)	E^*(MeV)	Sigma_fus	Sigma_surv	Sigma_fiss	3n	5n	4n	9n	8n	6n	7n	2n
114.24900	80.80900	1.40256E+3	3.61570E+1	1.36640E+3	0.0	0.11551E+0	0.0	0.0	3.42703E+0	3.33076E+0	1.82325E+1	0.0
115.25100	81.81100	1.42198E+3	3.63454E+1	1.38564E+3	0.0	9.75979E-2	0.0	0.0	4.91893E+0	2.79130E+0	1.58499E+1	0.0
116.25300	82.81300	1.44126E+3	3.40090E+1	1.40725E+3	0.0	3.95683E-2	0.0	0.0	5.26258E+0	2.45323E+0	1.52734E+1	0.0
117.25500	83.81500	1.45994E+3	3.30670E+1	1.42687E+3	0.0	0.0	0.0	2.00407E-2	6.09236E+0	1.60325E+0	1.36276E+1	0.0
118.25700	84.81700	1.47816E+3	3.42506E+1	1.44390E+3	0.0	0.0	0.0	4.05813E-2	7.34522E+0	1.25802E+0	1.36962E+1	0.0
119.25900	85.81900	1.49636E+3	3.33373E+1	1.46302E+3	0.0	0.0	0.0	8.21622E-2	7.20973E+0	0.90378E+0	1.27146E+1	0.0
120.26200	86.82200	1.51370E+3	3.40561E+1	1.47965E+3	0.0	0.0	0.0	0.18700E+0	9.30882E+0	0.76880E+0	1.12620E+1	0.0
121.26400	87.82400	1.53073E+3	3.42922E+1	1.49644E+3	0.0	4.20249E-2	0.0	0.18911E+0	9.37154E+0	0.58834E+0	1.05482E+1	0.0
122.26600	88.82600	1.54817E+3	3.33228E+1	1.51485E+3	0.0	0.0	0.0	0.29752E+0	9.60581E+0	0.61630E+0	8.75574E+0	0.0
123.26800	89.82800	1.56408E+3	3.34720E+1	1.53061E+3	0.0	0.0	0.0	0.64410E+0	1.11645E+1	0.40793E+0	7.51455E+0	0.0
124.27000	90.83000	1.58020E+3	3.44027E+1	1.54580E+3	0.0	2.16915E-2	0.0	0.88935E+0	1.22557E+1	0.32537E+0	6.81113E+0	0.0
125.27200	91.83200	1.59682E+3	3.25068E+1	1.56432E+3	0.0	0.0	0.0	1.11790E+0	1.15955E+1	0.37263E+0	4.58120E+0	0.0
126.27500	92.83500	1.61119E+3	3.32416E+1	1.57795E+3	0.0	0.0	0.0	1.92416E+0	1.16777E+1	0.26540E+0	4.24643E+0	0.0
127.27700	93.83700	1.62714E+3	3.28783E+1	1.59426E+3	0.0	0.0	0.0	1.80920E+0	9.67141E+0	0.31270E+0	4.08746E+0	0.0
128.27900	94.83900	1.64212E+3	3.22117E+1	1.60991E+3	0.0	2.25415E-2	0.0	2.36685E+0	9.98587E+0	0.13524E+0	3.47138E+0	0.0
